"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
3559820,1332214,"G026712","01/13/2001 09:41:37 AM","005XX E 38 PL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",FALSE,FALSE,212,2,NA,NA,"02",1180261,1879534,2001,"08/17/2015 03:03:40 PM",41.824707405,-87.614180676,"(41.824707405, -87.614180676)"
3559926,1332351,"G029059","01/14/2001 11:44:55 AM","018XX N KEDVALE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,2534,25,NA,NA,"02",1148381,1912169,2001,"08/17/2015 03:03:40 PM",41.914934436,-87.730298538,"(41.914934436, -87.730298538)"
3560049,1332496,"G026695","01/12/2001 06:45:00 PM","051XX S UNION AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,934,9,NA,NA,"02",1172461,1871023,2001,"08/17/2015 03:03:40 PM",41.801527981,-87.643047179,"(41.801527981, -87.643047179)"
3560055,1332503,"G028825","01/14/2001 06:45:00 AM","029XX N CLYBOURN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",FALSE,FALSE,1913,19,NA,NA,"02",1161232,1919777,2001,"08/17/2015 03:03:40 PM",41.935553642,-87.682873397,"(41.935553642, -87.682873397)"
3560481,1333026,"G026516","01/13/2001 05:53:19 AM","016XX N TALMAN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,1421,14,NA,NA,"02",1158402,1911085,2001,"08/17/2015 03:03:40 PM",41.911760606,-87.693512177,"(41.911760606, -87.693512177)"
3560802,1333476,"G031482","01/15/2001 03:07:53 PM","062XX S MICHIGAN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,311,3,NA,NA,"02",1178307,1863372,2001,"08/17/2015 03:03:40 PM",41.780402067,-87.621840063,"(41.780402067, -87.621840063)"
3561103,1333894,"G030770","01/15/2001 10:05:00 AM","092XX S ADA ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE",FALSE,TRUE,2222,22,NA,NA,"02",1168992,1843471,2001,"08/17/2015 03:03:40 PM",41.725997468,-87.65656427,"(41.725997468, -87.65656427)"
3561413,1334269,"G022693","01/11/2001 03:02:40 PM","027XX W ROOSEVELT RD","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,1135,11,NA,NA,"02",1158529,1894645,2001,"08/17/2015 03:03:40 PM",41.866645167,-87.693495964,"(41.866645167, -87.693495964)"
3561575,1334500,"G028101","01/13/2001 08:19:27 PM","047XX S WABASH AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,231,2,NA,NA,"02",1177470,1873745,2001,"08/17/2015 03:03:40 PM",41.808885544,-87.624595098,"(41.808885544, -87.624595098)"
3561927,1334980,"G030154","01/14/2001 10:20:37 PM","079XX S STATE ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,623,6,NA,NA,"02",1177713,1852144,2001,"08/17/2015 03:03:40 PM",41.749604662,-87.62435704,"(41.749604662, -87.62435704)"
3562236,1335461,"G034593","01/16/2001 12:00:00 AM","078XX S COTTAGE GROVE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,624,6,NA,NA,"02",1182877,1853429,2001,"08/17/2015 03:03:40 PM",41.753012515,-87.605394344,"(41.753012515, -87.605394344)"
3562351,1335608,"G033205","01/16/2001 12:23:14 PM","032XX E 95 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE-GARAGE",FALSE,FALSE,431,4,NA,NA,"02",1199585,1842541,2001,"08/17/2015 03:03:40 PM",41.722730811,-87.544533042,"(41.722730811, -87.544533042)"
3562465,1335764,"G033238","01/16/2001 09:00:00 AM","015XX E 67 PL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,332,3,NA,NA,"02",1187501,1861499,2001,"08/17/2015 03:03:40 PM",41.775048705,-87.58819324,"(41.775048705, -87.58819324)"
3562492,1335798,"G029000","01/14/2001 10:30:00 AM","067XX S CORNELL AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,332,3,NA,NA,"02",1188326,1860499,2001,"08/17/2015 03:03:40 PM",41.772284967,-87.585200839,"(41.772284967, -87.585200839)"
3562985,1336396,"G033704","01/16/2001 05:10:34 PM","045XX S EVANS AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,TRUE,222,2,NA,NA,"02",1181866,1875301,2001,"08/17/2015 03:03:40 PM",41.813054719,-87.608423495,"(41.813054719, -87.608423495)"
3563540,1337198,"G036176","01/17/2001 06:49:20 PM","089XX S BRANDON AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,424,4,NA,NA,"02",1198833,1846463,2001,"08/17/2015 03:03:40 PM",41.733511967,-87.54715626,"(41.733511967, -87.54715626)"
3563587,1337260,"G035822","01/14/2001 12:30:00 AM","037XX N CLARK ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","TAVERN/LIQUOR STORE",FALSE,FALSE,1923,19,NA,NA,"02",1167832,1924880,2001,"08/17/2015 03:03:40 PM",41.949416532,-87.658470439,"(41.949416532, -87.658470439)"
3563701,1337405,"G033292","01/16/2001 01:36:47 PM","076XX S DREXEL AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","ABANDONED BUILDING",FALSE,FALSE,624,6,NA,NA,"02",1183509,1854775,2001,"08/17/2015 03:03:40 PM",41.75669138,-87.603036467,"(41.75669138, -87.603036467)"
3564818,1338892,"G036312","01/17/2001 09:06:48 PM","078XX S LAFLIN ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","APARTMENT",TRUE,FALSE,612,6,NA,NA,"02",1167435,1852746,2001,"08/17/2015 03:03:40 PM",41.751482862,-87.662002651,"(41.751482862, -87.662002651)"
3564976,1339143,"G035747","01/17/2001 04:32:22 PM","079XX S HALSTED ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,621,6,NA,NA,"02",1172394,1851931,2001,"08/17/2015 03:03:40 PM",41.74913878,-87.643854246,"(41.74913878, -87.643854246)"
3565332,1339578,"G036647","01/18/2001 04:00:00 AM","001XX N CENTRAL PARK AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1122,11,NA,NA,"02",1152298,1900851,2001,"08/17/2015 03:03:40 PM",41.883800269,-87.716206967,"(41.883800269, -87.716206967)"
3565446,1339716,"G036790","01/18/2001 03:00:00 AM","044XX S FAIRFIELD AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",TRUE,FALSE,912,9,NA,NA,"02",1158739,1874967,2001,"08/17/2015 03:03:40 PM",41.812642204,-87.693263373,"(41.812642204, -87.693263373)"
3565498,1339782,"G036805","01/18/2001 03:00:00 AM","005XX E 51 ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","OTHER",FALSE,FALSE,223,2,NA,NA,"02",1180379,1871346,2001,"08/17/2015 03:03:40 PM",41.802236159,-87.613999224,"(41.802236159, -87.613999224)"
3565600,1339908,"G038843","01/18/2001 09:30:00 PM","065XX S RHODES AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,321,3,NA,NA,"02",1180992,1861466,2001,"08/17/2015 03:03:40 PM",41.775110433,-87.612055098,"(41.775110433, -87.612055098)"
3565817,1340181,"G036605","01/18/2001 01:25:00 AM","045XX S ST LAWRENCE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,222,2,NA,NA,"02",1181061,1875092,2001,"08/17/2015 03:03:40 PM",41.812499802,-87.61138267,"(41.812499802, -87.61138267)"
3566285,1340825,"G038504","01/18/2001 08:00:00 AM","060XX S TROY ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,823,8,NA,NA,"02",1156382,1864352,2001,"08/17/2015 03:03:40 PM",41.783561026,-87.702194815,"(41.783561026, -87.702194815)"
3566524,1341126,"G037945","01/01/2001 04:00:00 AM","030XX N ALBANY AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,1411,14,NA,NA,"02",1155147,1919905,2001,"08/17/2015 03:03:40 PM",41.936029395,-87.705232761,"(41.936029395, -87.705232761)"
3566610,1341230,"G040964","01/20/2001 12:30:00 AM","011XX N CLARK ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","APARTMENT",FALSE,TRUE,1824,18,NA,NA,"02",1175293,1907871,2001,"08/17/2015 03:03:40 PM",41.902578717,-87.631556827,"(41.902578717, -87.631556827)"
3566628,1341252,"G036700","01/18/2001 03:00:00 AM","001XX E DELAWARE PL","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","HOTEL/MOTEL",FALSE,FALSE,1833,18,NA,NA,"02",1177907,1906716,2001,"08/17/2015 03:03:40 PM",41.899350265,-87.621990459,"(41.899350265, -87.621990459)"
3568143,1343227,"G041237","01/17/2001 05:00:00 PM","055XX S CLAREMONT AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,824,8,NA,NA,"02",1161747,1867977,2001,"08/17/2015 03:03:40 PM",41.793398759,-87.682424112,"(41.793398759, -87.682424112)"
3568558,1343747,"G044156","01/16/2001 02:00:00 AM","068XX S WOOD ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,725,7,NA,NA,"02",1165564,1859458,2001,"08/17/2015 03:03:40 PM",41.769941374,-87.668668941,"(41.769941374, -87.668668941)"
3569665,1345311,"G042807","01/20/2001 06:45:00 PM","059XX S WINCHESTER AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,714,7,NA,NA,"02",1164335,1865191,2001,"08/17/2015 03:03:40 PM",41.785699459,-87.673012578,"(41.785699459, -87.673012578)"
3570669,1346615,"G038623","01/18/2001 11:55:00 PM","038XX W ARMITAGE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,2525,25,NA,NA,"02",1150706,1913059,2001,"08/17/2015 03:03:40 PM",41.917331501,-87.721733389,"(41.917331501, -87.721733389)"
3570786,1346816,"G045963","01/22/2001 01:00:00 AM","073XX N WINCHESTER AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,2424,24,NA,NA,"02",1162003,1949000,2001,"08/17/2015 03:03:40 PM",42.015726667,-87.67921987,"(42.015726667, -87.67921987)"
3570931,1346998,"G045075","01/21/2001 10:00:00 PM","075XX S ST LAWRENCE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",TRUE,FALSE,624,6,NA,NA,"02",1181494,1855378,2001,"08/17/2015 03:03:40 PM",41.758392777,-87.61040243,"(41.758392777, -87.61040243)"
3571147,1347245,"G045811","01/21/2001 04:30:00 AM","051XX S CALIFORNIA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESTAURANT",FALSE,FALSE,911,9,NA,NA,"02",1158530,1870684,2001,"08/17/2015 03:03:40 PM",41.800893365,-87.69414683,"(41.800893365, -87.69414683)"
3572602,1349281,"G050178","01/24/2001 06:30:00 PM","056XX W RACE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","LIBRARY",FALSE,FALSE,1512,15,NA,NA,"02",1138774,1902715,2001,"08/17/2015 03:03:40 PM",41.889171459,-87.765823728,"(41.889171459, -87.765823728)"
3573184,1350043,"G050839","01/25/2001 05:15:00 AM","068XX S WOLCOTT AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",TRUE,FALSE,726,7,NA,NA,"02",1164902,1859485,2001,"08/17/2015 03:03:40 PM",41.770029478,-87.671094795,"(41.770029478, -87.671094795)"
3573398,1350333,"G050860","01/25/2001 07:02:28 AM","080XX S ELIZABETH ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","OTHER",FALSE,FALSE,612,6,NA,NA,"02",1169345,1851553,2001,"08/17/2015 03:03:40 PM",41.748167999,-87.655037877,"(41.748167999, -87.655037877)"
3573509,1350473,"G051594","01/13/2001 10:00:00 AM","011XX W 115 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,524,5,NA,NA,"02",1170938,1828499,2001,"08/17/2015 03:03:40 PM",41.684869793,-87.649871203,"(41.684869793, -87.649871203)"
3573662,1350668,"G048030","01/23/2001 06:56:25 PM","087XX S ESCANABA AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,423,4,NA,NA,"02",1196858,1847808,2001,"08/17/2015 03:03:40 PM",41.737252033,-87.554346908,"(41.737252033, -87.554346908)"
3573684,1350692,"G050152","01/23/2001 04:45:00 PM","009XX E 49 ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","ALLEY",FALSE,FALSE,2124,2,NA,NA,"02",1183431,1872679,2001,"08/17/2015 03:03:40 PM",41.805823381,-87.602764849,"(41.805823381, -87.602764849)"
3573710,1350722,"G051615","01/08/2001 03:15:00 PM","048XX N SHERIDAN RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","MEDICAL/DENTAL OFFICE",FALSE,FALSE,2024,20,NA,NA,"02",1168720,1932337,2001,"08/17/2015 03:03:40 PM",41.969859568,-87.654989308,"(41.969859568, -87.654989308)"
3573776,1350803,"G050446","01/24/2001 08:45:00 PM","058XX S PEORIA ST","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","STREET",FALSE,FALSE,712,7,NA,NA,"02",1171270,1865921,2001,"08/17/2015 03:03:40 PM",41.787553697,-87.647564271,"(41.787553697, -87.647564271)"
3573801,1350831,"G051679","01/25/2001 08:15:00 AM","045XX S DREXEL BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","NURSING HOME/RETIREMENT HOME",FALSE,FALSE,2123,2,NA,NA,"02",1183120,1875293,2001,"08/17/2015 03:03:40 PM",41.813003646,-87.603824085,"(41.813003646, -87.603824085)"
3574104,1351241,"G047395","01/19/2001 11:00:00 AM","052XX S INDIANA AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","OTHER",FALSE,FALSE,232,2,NA,NA,"02",1178530,1870216,2001,"08/17/2015 03:03:40 PM",41.799177598,-87.620814568,"(41.799177598, -87.620814568)"
3574573,1351926,"G051381","01/25/2001 01:00:00 AM","026XX W LOGAN BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1411,14,NA,NA,"02",1158571,1917229,2001,"08/17/2015 03:03:40 PM",41.92861674,-87.692722712,"(41.92861674, -87.692722712)"
3574999,1352456,"G038117","01/11/2001 01:30:00 PM","085XX S MARQUETTE AV","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,423,4,NA,NA,"02",1195599,1849060,2001,"08/17/2015 03:03:40 PM",41.740718803,-87.558918145,"(41.740718803, -87.558918145)"
3575021,1352482,"G052700","01/26/2001 12:11:40 AM","0000X W 114 PL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,522,5,NA,NA,"02",1177610,1829077,2001,"08/17/2015 03:03:40 PM",41.686308064,-87.625429483,"(41.686308064, -87.625429483)"
3575178,1352693,"G051396","01/24/2001 06:30:00 PM","085XX S ESSEX AV","0271","CRIM SEXUAL ASSAULT","ATTEMPT AGG: HANDGUN","STREET",FALSE,FALSE,423,4,NA,NA,"02",1194358,1848718,2001,"08/17/2015 03:03:40 PM",41.739810881,-87.563476173,"(41.739810881, -87.563476173)"
3575597,1353242,"G056327","01/27/2001 02:58:49 PM","042XX W FULLERTON AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","ALLEY",FALSE,FALSE,2524,25,NA,NA,"02",1147966,1915664,2001,"08/17/2015 03:03:40 PM",41.924533046,-87.731733135,"(41.924533046, -87.731733135)"
3575833,1353525,"G054953","01/26/2001 11:54:09 PM","049XX S JUSTINE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,931,9,NA,NA,"02",1166792,1872230,2001,"08/17/2015 03:03:40 PM",41.804963178,-87.663803037,"(41.804963178, -87.663803037)"
3576353,1354200,"G057005","01/27/2001 10:12:36 PM","014XX W ERIE ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,TRUE,1324,12,NA,NA,"02",1166765,1904420,2001,"08/17/2015 03:03:40 PM",41.8932961,-87.662980471,"(41.8932961, -87.662980471)"
3576354,1354201,"G058452","01/28/2001 04:45:00 AM","047XX N KASSON AV","0275","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","SIDEWALK",FALSE,FALSE,1722,17,NA,NA,"02",1146626,1930964,2001,"08/17/2015 03:03:40 PM",41.966543242,-87.736265306,"(41.966543242, -87.736265306)"
3576479,1354354,"G055243","01/27/2001 03:13:25 AM","118XX S SANGAMON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,524,5,NA,NA,"02",1172075,1826546,2001,"08/17/2015 03:03:40 PM",41.679485615,-87.645766006,"(41.679485615, -87.645766006)"
3577018,1355038,"G056943","01/26/2001 07:00:00 PM","006XX W ROOSEVELT RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,131,1,NA,NA,"02",1172481,1895002,2001,"08/17/2015 03:03:40 PM",41.867328025,-87.642266348,"(41.867328025, -87.642266348)"
3577633,1355910,"G060072","01/29/2001 02:28:09 PM","083XX S CONSTANCE AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,412,4,NA,NA,"02",1189941,1849925,2001,"08/17/2015 03:03:40 PM",41.743230294,-87.579620416,"(41.743230294, -87.579620416)"
3577687,1355978,"G052790","01/26/2001 02:32:00 AM","0000X E 56 ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VEHICLE NON-COMMERCIAL",TRUE,FALSE,233,2,NA,NA,"02",1177250,1867938,2001,"08/17/2015 03:03:40 PM",41.792955566,-87.625577381,"(41.792955566, -87.625577381)"
3577693,1355990,"G052765","01/26/2001 02:10:00 AM","055XX S STATE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,233,2,NA,NA,"02",1177177,1868323,2001,"08/17/2015 03:03:40 PM",41.794013692,-87.625833443,"(41.794013692, -87.625833443)"
3577704,1356002,"G060343","01/28/2001 03:30:00 PM","123XX S UNION AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK",FALSE,FALSE,523,5,NA,NA,"02",1173839,1823274,2001,"08/17/2015 03:03:40 PM",41.670467904,-87.639405473,"(41.670467904, -87.639405473)"
3579223,1358018,"G062940","01/30/2001 05:30:00 PM","069XX S CORNELL AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,TRUE,332,3,NA,NA,"02",1188515,1859098,2001,"08/17/2015 03:03:40 PM",41.768435993,-87.584552743,"(41.768435993, -87.584552743)"
3579357,1358180,"G061951","01/18/2001 04:15:00 PM","015XX S KILDARE AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,1012,10,NA,NA,"02",1147935,1891934,2001,"08/17/2015 03:03:40 PM",41.859415942,-87.73245766,"(41.859415942, -87.73245766)"
3579655,1358552,"G063323","01/31/2001 02:30:00 AM","036XX S LAKE PARK AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",TRUE,FALSE,2122,2,NA,NA,"02",1182255,1881298,2001,"08/17/2015 03:03:40 PM",41.829501911,-87.606810646,"(41.829501911, -87.606810646)"
3579674,1358575,"G061236","01/30/2001 05:00:00 AM","072XX S WOODLAWN AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,324,3,NA,NA,"02",1185428,1857163,2001,"08/17/2015 03:03:40 PM",41.763199363,-87.59592875,"(41.763199363, -87.59592875)"
3579958,1358984,"G059950","01/13/2001 03:00:00 AM","048XX W WASHINGTON BL","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","APARTMENT",FALSE,TRUE,1532,15,NA,NA,"02",1144047,1900104,2001,"08/17/2015 03:03:40 PM",41.881909234,-87.746524479,"(41.881909234, -87.746524479)"
3580352,1359531,"G059193","01/29/2001 06:00:00 AM","048XX S PRAIRIE AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","RESIDENCE",FALSE,FALSE,224,2,NA,NA,"02",1178907,1872648,2001,"08/17/2015 03:03:40 PM",41.80584264,-87.619357946,"(41.80584264, -87.619357946)"
3580385,1359565,"G063854","01/31/2001 01:45:09 PM","012XX S KILDARE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,TRUE,1011,10,NA,NA,"02",1147881,1893765,2001,"08/17/2015 03:03:40 PM",41.864441469,-87.732608852,"(41.864441469, -87.732608852)"
3581186,1360573,"G064462","01/27/2001 01:30:00 AM","076XX S YATES BL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,421,4,NA,NA,"02",1193566,1854817,2001,"08/17/2015 03:03:40 PM",41.756566447,-87.56617866,"(41.756566447, -87.56617866)"
3581639,1361187,"G066241","01/12/2001 12:05:00 AM","057XX W 55 ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,811,8,NA,NA,"02",1138860,1867504,2001,"08/17/2015 03:03:40 PM",41.792545639,-87.766361499,"(41.792545639, -87.766361499)"
3581743,1361315,"G063272","01/29/2001 08:00:00 PM","054XX S ABERDEEN ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,934,9,NA,NA,"02",1169949,1868636,2001,"08/17/2015 03:03:40 PM",41.795032778,-87.652328957,"(41.795032778, -87.652328957)"
3581810,1361400,"G065986","02/01/2001 12:00:00 PM","020XX W NORTH AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","CLEANING STORE",TRUE,FALSE,1424,14,NA,NA,"02",1162200,1910594,2001,"08/17/2015 03:03:40 PM",41.910334674,-87.679573232,"(41.910334674, -87.679573232)"
3582252,1361984,"G062742","01/30/2001 03:30:00 PM","006XX W 71 ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VEHICLE-COMMERCIAL",FALSE,FALSE,732,7,NA,NA,"02",1173496,1857860,2001,"08/17/2015 03:03:40 PM",41.765384383,-87.639640914,"(41.765384383, -87.639640914)"
3582950,1362897,"G067048","01/31/2001 05:00:00 PM","054XX N SHERIDAN RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,2023,20,NA,NA,"02",1168622,1936082,2001,"08/17/2015 03:03:40 PM",41.980138081,-87.655240653,"(41.980138081, -87.655240653)"
3583024,1362989,"G066536","02/01/2001 04:15:00 PM","063XX N OAKLEY AV","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,2413,24,NA,NA,"02",1159787,1942117,2001,"08/17/2015 03:03:40 PM",41.996885682,-87.687565067,"(41.996885682, -87.687565067)"
3583041,1363011,"G066529","02/01/2001 11:00:00 AM","006XX S WINCHESTER AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOSPITAL BUILDING/GROUNDS",FALSE,FALSE,1224,12,NA,NA,"02",1163599,1897098,2001,"08/17/2015 03:03:40 PM",41.873271215,-87.674814359,"(41.873271215, -87.674814359)"
3583102,1363088,"G069065","02/02/2001 09:44:12 PM","108XX S AVENUE G","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,432,4,NA,NA,"02",1203145,1833349,2001,"08/17/2015 03:03:40 PM",41.697416992,-87.531806919,"(41.697416992, -87.531806919)"
3583508,1363618,"G066890","02/01/2001 11:41:02 PM","054XX W ADAMS ST","0262","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER FIREARM","RESIDENCE",FALSE,FALSE,1522,15,NA,NA,"02",1140454,1898765,2001,"08/17/2015 03:03:40 PM",41.878301505,-87.75975096,"(41.878301505, -87.75975096)"
3583679,1363835,"G068827","01/30/2001 08:00:00 PM","046XX N BEACON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2311,19,NA,NA,"02",1166276,1930729,2001,"08/17/2015 03:03:40 PM",41.965499907,-87.664022123,"(41.965499907, -87.664022123)"
3583701,1363865,"G067016","01/30/2001 12:00:00 AM","028XX S HARDING AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,1031,10,NA,NA,"02",1150544,1884828,2001,"08/17/2015 03:03:40 PM",41.83986569,-87.723066099,"(41.83986569, -87.723066099)"
3583812,1364004,"G070711","02/03/2001 02:00:00 PM","015XX W SHERWIN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2423,24,NA,NA,"02",1164701,1948695,2001,"08/17/2015 03:03:40 PM",42.014832738,-87.669300843,"(42.014832738, -87.669300843)"
3584310,1364678,"G071565","02/04/2001 04:00:00 AM","063XX S MAY ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,724,7,NA,NA,"02",1169697,1862801,2001,"08/17/2015 03:03:40 PM",41.779026331,-87.653422246,"(41.779026331, -87.653422246)"
3584534,1364976,"G000530","01/01/2001 01:30:00 AM","001XX E WACKER DR","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,124,1,NA,NA,"02",1177784,1902578,2001,"08/17/2015 03:03:40 PM",41.887998194,-87.622568135,"(41.887998194, -87.622568135)"
3584661,1365136,"G071370","02/04/2001 03:19:29 AM","090XX S KING DR","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,633,6,NA,NA,"02",1180458,1845078,2001,"08/17/2015 03:03:40 PM",41.730152226,-87.614514577,"(41.730152226, -87.614514577)"
3584777,1365293,"G071553","02/04/2001 09:16:53 AM","001XX W 119 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",TRUE,FALSE,522,5,NA,NA,"02",1177681,1826008,2001,"08/17/2015 03:03:40 PM",41.677884664,-87.625261902,"(41.677884664, -87.625261902)"
